budget,genres,homepage,id,keywords,language,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,lead_actor_1,lead_actor_2,lead_actor_3,director,release_year
160000000,"Adventure, Action, Drama, Thriller",http://www2.warnerbros.com/poseidon/,503,"new year's eve, fire, drowning, cataclysm, loss of father, atlantic ocean, ball, self-abandonment, shipwreck, giant wave, blackout, ship, daughter, single, escape, capsized ship",en,English,Poseidon,"A packed cruise ship traveling the Atlantic is hit and overturned by a massive wave, compelling the passengers to begin a dramatic fight for their lives.",21.133748,"Virtual Studios, Next Entertainment, Warner Bros., Irwin Allen Productions, Radiant Productions, Synthesis Entertainment",United States of America,05-12-2006,181674817,99,"English, EspaÃ±ol",Released,Mayday,Poseidon,5.5,583,Kurt Russell,Richard Dreyfuss,Josh Lucas,Wolfgang Petersen,2006
150000000,"Adventure, Fantasy, Family",http://harrypotter.warnerbros.com/,674,"magic, dying and death, broom, sorcerer's apprentice, school of witchcraft, chosen one, black magic, boarding school, vision, tournament, teenager, wizard, teenage hero, based on young adult novel",en,English,Harry Potter and the Goblet of Fire,"Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord Voldemort. Ron and Hermione help Harry manage the pressure Â but Voldemort lurks, awaiting his chance to destroy Harry and all that he stands for.",101.250416,"Patalex IV Productions Limited, Warner Bros., Heyday Films","United Kingdom, United States of America",11-05-2005,895921036,157,"English, FranÃ§ais",Released,Dark And Difficult Times Lie Ahead.,Harry Potter and the Goblet of Fire,7.5,5608,Daniel Radcliffe,Rupert Grint,Emma Watson,Mike Newell,2005
150000000,"Fantasy, Action",http://www.sonypictures.com/movies/hancock/,8960,"flying, alcohol, love of one's life, forbidden love, lovers, affection, advertising expert, alcoholism, invulnerability, superhero, pokies, duringcreditsstinger",en,English,Hancock,"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?",56.758411,"Columbia Pictures, Weed Road Pictures, Forward Pass, Relativity Media, Overbrook Entertainment, Blue Light, GH Three",United States of America,07-01-2008,624029371,92,"English, ???",Released,Bad Behavior. Bad Attitude. Real Hero.,Hancock,6.2,2961,Will Smith,Charlize Theron,Jason Bateman,Peter Berg,2008
150000000,"Action, Crime, Drama",http://www2.warnerbros.com/batmanbegins/index.html,272,"himalaya, martial arts, dc comics, crime fighter, secret identity, undercover, hero, loss of father, society, gotham city, vigilante, superhero, based on comic book, rivalry, tragic hero, ninja, good vs evil, crime, super powers, haunted by the past, evil doctor, escapade, master villain, fighting crime, unfulfillment, love and romance, unfulfilled love",en,English,Batman Begins,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",115.040024,"DC Comics, Legendary Pictures, Warner Bros., DC Entertainment, Syncopy, Patalex III Productions Limited","United Kingdom, United States of America",06-10-2005,374218673,140,"English, ????, ???",Released,Evil fears the knight.,Batman Begins,7.5,7359,Christian Bale,Michael Caine,Liam Neeson,Christopher Nolan,2005
150000000,"Adventure, Action, Thriller, Science Fiction",Unknown,605,"saving the world, artificial intelligence, man vs machine, flying, philosophy, fortune teller, kung fu, underground world, killer robot, temple, subway, dream, sun, hero, fight, sunlight, computer virus, key, future, precognition, super computer, machine town, ying yang, dying and death, virtual reality, dystopia, computer, faith, world religion, truth, rescue, mission, cyberpunk, woman director, yin yang, gnosticism",en,English,The Matrix Revolutions,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,73.313918,"Village Roadshow Pictures, NPV Entertainment, Silver Pictures, Warner Bros.","United States of America, Australia",11-05-2003,424988211,129,"English, FranÃ§ais",Released,Everything that has a beginning has an end.,The Matrix Revolutions,6.4,3096,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Lilly Wachowski,2003
150000000,"Comedy, Fantasy",http://darkshadowsmovie.warnerbros.com,62213,"witch, imprisonment, vampire, curse, fish out of water, chains, gothic, madness, old house, lost love, angry mob, 18th century, ghost, hidden room, old mansion",en,English,Dark Shadows,Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin.,50.306728,"Village Roadshow Pictures, Infinitum Nihil, GK Films, Warner Bros., Tim Burton Productions, Dan Curtis Productions, Zanuck Company, The","Australia, United States of America",05-08-2012,245527149,113,English,Released,Every Family Has Its Demons,Dark Shadows,5.7,2320,Johnny Depp,Michelle Pfeiffer,Helena Bonham Carter,Tim Burton,2012
150000000,"Adventure, Action, Thriller",http://www.missionimpossible.com/,956,"berlin, cia, vatican, white house, secret identity, secret, explosive, mobile phone, map, traitor, mask, honeymoon, shanghai, pretended murder, secret mission, letter, funeral, covered investigation, to shoot dead, secret agent, video, stamp, hard drive, e-mail, decipherment, suitcase, computer, revenge, murder, mission, hospital, duel, disguise, celebration, good and bad, research laboratory, blast",en,English,Mission: Impossible III,"Retired from active duty to train new IMF agents, Ethan Hunt is called back into action to confront sadistic arms dealer, Owen Davian. Hunt must try to protect his girlfriend while working with his new team to complete the mission.",63.079003,"Paramount Pictures, Cruise/Wagner Productions, Studio Babelsberg, MI 3 Film, China Film Co-Production Corporation, China Film Group Corporation (CFGC), The Fourth Production Company Film Group","China, Germany, United States of America",05-03-2006,397850012,126,"Deutsch, English, Italiano, ???, ?eskÃ½, ??? / ???",Released,The Mission Begins 05:05:06.,Mission: Impossible III,6.5,2028,Tom Cruise,Philip Seymour Hoffman,Ving Rhames,J.J. Abrams,2006
150000000,"Adventure, Animation, Family",http://disney.go.com/disneypictures/marsneedsmoms/#home,50321,"boy, alien, rescue, martian, alien abduction, alien invasion, based on children's book, duringcreditsstinger",en,English,Mars Needs Moms,"When Martians suddenly abduct his mom, mischievous Milo rushes to the rescue and discovers why all moms are so special.",12.362599,Walt Disney Animation Studios,United States of America,03-09-2011,38992758,88,English,Released,Mom needs a little space.,Mars Needs Moms,5.5,199,Seth Green,Joan Cusack,Dan Fogler,Simon Wells,2011
145000000,"Animation, Adventure, Family",Unknown,82703,"father son relationship, egypt, intelligence, adoption, time travel, boy, child prodigy, friendship, growing up, children, talking animal, talking dog, dog, first love, ancient egypt, time traveler, duringcreditsstinger, new school, george washington, gags, trouble, time paradox, prodigy",en,English,Mr. Peabody & Sherman,"A young boy and his dog, who happens to have a genius-level IQ, spring into action when their time-travel machine is stolen and moments in history begin to be changed.",38.73494,"Pacific Data Images (PDI), DreamWorks Animation, Classic Media Productions, Bullwinkle Studios",United States of America,02-07-2014,272912430,92,English,Released,He's Leaving His Mark On History,Mr. Peabody & Sherman,6.7,843,Ty Burrell,Max Charles,Ariel Winter,Rob Minkoff,2014
145000000,"Animation, Family",Unknown,80321,"madagascar, 3d",en,English,Madagascar 3: Europe's Most Wanted,"Alex, Marty, Gloria and Melman are still trying to get back to the Big Apple and their beloved Central Park zoo, but first they need to find the penguins. When they travel to Monte Carlo, they attract the attention of Animal Control after gate crashing a party and are joined by the penguins, King Julian and Co., and the monkeys. How do a lion, zebra, hippo, giraffe, four penguins, two monkeys, three lemurs travel through Europe without attracting attention and get back to New York? They join a traveling circus. Their attempts to get back to New York are consistently hampered by the Captain of Animal Control who wants to make Alex part of her collection. Once they make it back to New York Marty, Alex, Gloria and Melman realize that they want to be part of the traveling circus.",44.989192,DreamWorks Animation,United States of America,06-06-2012,746921274,93,"English, EspaÃ±ol, ???????",Released,"Six years ago, they disappeared without a trace. Next summer, they finally resurface.",Madagascar 3: Europe's Most Wanted,6.4,1808,Ben Stiller,Sacha Baron Cohen,David Schwimmer,Conrad Vernon,2012
140000000,"Action, Thriller, Science Fiction, Adventure",Unknown,95,"saving the world, paris, moon, cataclysm, asteroid, self sacrifice, nasa, space marine, loss of father, daughter, space, wedding, astronaut, eiffel tower paris, duringcreditsstinger, disaster movie, space centre",en,English,Armageddon,"When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.",58.485967,"Jerry Bruckheimer Films, Touchstone Pictures, Valhalla Motion Pictures",United States of America,07-01-1998,553799566,151,"English, P??????",Released,The Earth's Darkest Day Will Be Man's Finest Hour,Armageddon,6.4,2482,Bruce Willis,Billy Bob Thornton,Ben Affleck,Michael Bay,1998
140000000,"Action, Adventure, Comedy, Science Fiction",http://www.sonypictures.com/homevideo/meninblackii/,608,"saving the world, secret identity, sun glasses, undercover, space marine, illegal immigration, deportation, new identity, flying saucer, light, firearm, alien, fictional government agency",en,English,Men in Black II,"Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement Â protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay Â who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy Â to reunite with the MIB before the earth submits to ultimate destruction.",91.332849,"Columbia Pictures, Amblin Entertainment, Columbia Pictures Corporation, Parkes+MacDonald Image Nation",United States of America,07-03-2002,441818803,88,English,Released,Same Planet. New Scum.,Men in Black II,6.0,3114,Tommy Lee Jones,Will Smith,Rip Torn,Barry Sonnenfeld,2002
70000000,"Adventure, Action, Animation",http://www.beowulfmovie.com/,2310,"denmark, nordic mythology, lie, pride and vanity, folk hero, human weakness, viking, alienation, festival hall, sin, royalty, curse, battle, ancient world, adult animation, motion capture",en,English,Beowulf,"6th-century Scandinavian warrior, Beowulf embarks on a mission to slay the manlike ogre Grendel, a descendant of Cain.",35.601665,"Paramount Pictures, Shangri-La Entertainment, ImageMovers, Paramount Animation",United States of America,11-05-2007,195735876,115,English,Released,Evil breeds pain.,Beowulf,5.5,841,Ray Winstone,Angelina Jolie,Anthony Hopkins,Robert Zemeckis,2007
